красная	7330175505	2021-10-01 01:00:43	  94,0 	16
синяя	7330175505	2021-10-01 01:00:43	  94,0 	16
красная	7327265353	2021-10-01 01:02:38	  102,4 	20
красная	7337730247	2021-10-01 05:33:57	  110,4 	20
синяя	7323274303	2021-10-01 06:22:05	  102,0 	16
красная	7336223586	2021-10-01 12:12:18	  94,1 	16
синяя	7323354749	2021-10-01 12:12:31	  101,8 	16
красная	7327033980	2021-10-01 12:12:31	  100,8 	16
синяя	7336059258	2021-10-01 12:12:31	  93,6 	16
красная	7323621196	2021-10-01 12:19:20	  101,1 	16
синяя	7323479942	2021-10-01 13:13:04	  94,2 	13
красная	7323382568	2021-10-01 13:13:04	  93,8 	13
красная	7323504398	2021-10-01 15:10:48	  101,3 	16
красная	7323504398	2021-10-01 15:18:43	  110,4 	20
красная	7323506185	2021-10-01 15:20:03	  100,8 	16
красная	7335922326	2021-10-01 15:26:03	  102,8 	20
синяя	7335922934	2021-10-01 15:34:01	  101,8 	16
синяя	7327061936	2021-10-01 16:20:33	  101,1 	16
красная	7327061936	2021-10-01 16:50:40	  101,1 	16
синяя	7323542707	2021-10-01 17:09:11	  102,3 	16
красная	7323805387	2021-10-01 17:09:11	  101,8 	16
красная	7337785409	2021-10-01 17:53:26	  94,0 	16
красная	7337786756	2021-10-01 18:02:12	  110,4 	20
красная	7337786756	2021-10-01 18:02:12	  110,4 	20
синяя	7357950182	2021-10-01 18:34:27	  102,3 	16
красная	7357950182	2021-10-01 18:34:27	  101,2 	16
синяя	7323522107	2021-10-01 18:34:27	  93,6 	16
красная	7346568049	2021-10-01 18:41:53	  94,1 	16
красная	7346568118	2021-10-01 18:50:37	  102,2 	20
красная	7323645973	2021-10-01 19:18:07	  101,1 	16
синяя	7327006992	2021-10-01 19:18:07	  94,0 	16
красная	7350628677	2021-10-01 19:33:29	  102,2 	20
красная	7350628677	2021-10-01 19:39:10	  110,8 	20
синяя	7339107132	2021-10-01 19:41:53	  94,1 	13
красная	7327496659	2021-10-01 20:34:02	  110,4 	20
красная	7327496659	2021-10-01 20:34:02	  110,4 	20
красная	7328775031	2021-10-01 20:41:22	  102,2 	20
синяя	7328778835	2021-10-01 20:43:57	  101,1 	16
красная	7328778835	2021-10-01 20:52:47	  94,0 	16
красная	7328778835	2021-10-01 20:54:46	  101,3 	16
синяя	7327266921	2021-10-01 21:27:33	  102,2 	16
красная	7356843577	2021-10-01 21:27:33	  101,2 	16
красная	7356843577	2021-10-01 21:36:51	  102,2 	20
красная	7327426252	2021-10-01 21:36:51	  102,2 	20
красная	7327427021	2021-10-01 22:13:05	  93,6 	16
синяя	7327427352	2021-10-01 22:41:55	  93,8 	16
красная	7327428102	2021-10-01 22:58:44	  101,3 	16
синяя	7328580471	2021-10-01 22:58:44	  94,1 	16
синяя	7327215412	2021-10-01 22:58:44	  93,8 	16
красная	7332963094	2021-10-01 22:58:44	  93,6 	16
синяя	7327419228	2021-10-01 23:44:09	  94,1 	16
красная	7327269441	2021-10-01 23:54:11	  105,1 	20
синяя	7338841471	2021-10-02 00:47:26	  96,5 	16
красная	7338843831	2021-10-02 00:47:26	  96,5 	16
синяя	7338844209	2021-10-02 01:11:05	  93,8 	13
красная	7328723789	2021-10-02 01:11:05	  86,1 	13
синяя	7327050200	2021-10-02 01:11:05	  86,0 	13
красная	7327333251	2021-10-02 01:11:05	  85,6 	13
синяя	7327044747	2021-10-02 01:37:14	  96,6 	16
синяя	7327044967	2021-10-02 02:40:07	  94,3 	13
красная	7327339062	2021-10-02 02:52:03	  101,3 	16
красная	7327339424	2021-10-02 02:58:06	  110,4 	20
синяя	7327231957	2021-10-02 04:02:52	  110,9 	20
красная	7327418074	2021-10-02 04:19:46	  109,9 	20
красная	7327265940	2021-10-02 04:19:46	  109,9 	20
красная	7327265940	2021-10-02 04:19:46	  109,7 	20
красная	7328941433	2021-10-02 06:25:26	  101,3 	16
синяя	7328944655	2021-10-02 08:02:06	  102,2 	16
красная	7328945455	2021-10-02 08:02:06	  93,9 	16
синяя	7331398547	2021-10-02 08:08:54	  110,9 	20
красная	7331398547	2021-10-02 08:08:54	  104,0 	20
красная	7331398974	2021-10-02 14:55:42	  100,8 	16
красная	7331398974	2021-10-02 15:21:18	  101,2 	16
синяя	7331400854	2021-10-02 15:21:18	  102,1 	16
синяя	7327077789	2021-10-02 15:24:31	  101,8 	16
красная	7328565197	2021-10-02 16:05:43	  110,8 	20
синяя	7327099219	2021-10-02 16:12:32	  110,9 	20
красная	7327258335	2021-10-02 16:12:32	  110,2 	20
красная	7327108050	2021-10-02 16:36:35	  103,9 	20
красная	7327108773	2021-10-02 16:51:30	  110,4 	20
красная	7327109809	2021-10-02 16:51:30	  103,9 	20
синяя	7327072172	2021-10-02 17:54:58	  102,3 	16
красная	7327072172	2021-10-02 17:54:58	  101,2 	16
синяя	7327072443	2021-10-02 17:54:58	  102,1 	16
синяя	7327267744	2021-10-02 18:27:10	  102,4 	16
красная	7327268455	2021-10-02 18:27:10	  101,3 	16
красная	7327300147	2021-10-02 18:27:10	  101,2 	16
синяя	7331288681	2021-10-02 18:27:10	  102,2 	16
красная	7336036148	2021-10-02 18:27:10	  101,2 	16
синяя	7327534462	2021-10-02 18:28:07	  101,8 	16
красная	7331448879	2021-10-02 18:34:37	  100,8 	16
красная	7327332967	2021-10-02 19:00:33	  102,2 	20
красная	7327269834	2021-10-02 19:27:44	  85,6 	13
красная	7327428867	2021-10-02 19:42:21	  94,1 	13
красная	7327429138	2021-10-02 19:49:21	  110,8 	20
красная	7327429626	2021-10-02 19:49:21	  110,8 	20
красная	7327429805	2021-10-02 19:49:21	  110,7 	20
красная	7327429805	2021-10-02 19:49:35	  93,8 	13
синяя	7331190469	2021-10-02 19:49:35	  93,8 	13
красная	7327419958	2021-10-02 19:49:35	  93,8 	13
красная	7327420326	2021-10-02 20:02:49	  110,4 	20
красная	7327420541	2021-10-02 20:02:49	  110,4 	20
синяя	7327420541	2021-10-02 20:05:49	  102,1 	16
красная	7327420541	2021-10-02 21:12:02	  94,0 	16
красная	7327043963	2021-10-02 21:21:10	  102,2 	20
синяя	7328426718	2021-10-02 21:38:05	  102,3 	16
синяя	7328428114	2021-10-02 21:43:33	  101,8 	16
красная	7328428114	2021-10-02 23:00:14	  102,7 	20
красная	7328673549	2021-10-02 23:16:50	  86,1 	13
синяя	7329029472	2021-10-02 23:30:43	  93,6 	16
синяя	7327609822	2021-10-03 00:26:40	  110,9 	20
красная	7328410170	2021-10-03 00:26:40	  110,4 	20
красная	7328430168	2021-10-03 00:26:40	  110,4 	20
красная	7330080688	2021-10-03 00:26:40	  102,7 	20
красная	7327120157	2021-10-03 00:26:40	  102,6 	20
синяя	7346627400	2021-10-03 01:03:13	  110,9 	20
красная	7327098543	2021-10-03 01:03:13	  110,8 	20
красная	7327147376	2021-10-03 01:03:13	  110,6 	20
красная	7327150164	2021-10-03 01:03:13	  101,5 	20
красная	7327300056	2021-10-03 01:03:13	  101,5 	20
красная	7327277729	2021-10-03 01:15:22	  101,8 	16
красная	7327321482	2021-10-03 01:35:05	  94,1 	16
синяя	7327321841	2021-10-03 01:35:05	  93,8 	16
синяя	7327506132	2021-10-03 01:35:05	  93,8 	16
синяя	7327508686	2021-10-03 01:47:01	  110,9 	20
синяя	7332784344	2021-10-03 01:56:34	  85,9 	13
красная	7327335287	2021-10-03 02:32:38	  110,8 	20
красная	7331301945	2021-10-03 02:51:29	  110,8 	20
синяя	7327045633	2021-10-03 03:05:08	  111,0 	20
красная	7328512162	2021-10-03 03:30:11	  110,4 	20
красная	7327182461	2021-10-03 05:44:48	  101,1 	16
красная	7330411339	2021-10-03 09:22:44	  110,4 	20
красная	7327297675	2021-10-03 14:45:46	  102,5 	20
красная	7327298487	2021-10-03 15:06:39	  102,2 	20
синяя	7327298487	2021-10-03 15:54:48	  102,1 	16
